0,0,0,0,0,0,0,0,0,0,0,233.713623,433
0,0,0,0,0,0,0,0,0,0,9,1.968744,1
0,0,0,0,0,0,0,0,1,6,0,5.696741,1
0,0,0,0,0,0,0,1,0,0,6,6.807256,3
0,0,0,0,0,0,0,1,0,3,6,5.447690,2
0,0,0,0,0,0,0,7,0,0,11,9.163996,3
0,0,0,0,0,0,1,1,0,3,6,4.437053,1
0,0,0,0,0,0,1,1,0,4,5,0.873542,1
0,0,0,0,0,0,1,1,0,6,3,6.951355,1
0,0,0,0,0,0,1,3,0,1,9,13.856560,2
0,0,0,0,0,0,1,6,0,1,3,11.226093,2
0,0,0,0,0,0,1,11,1,4,1,7.225000,1
0,0,0,0,0,0,1,12,0,1,1,13.567070,2
0,0,0,0,0,0,3,1,0,6,1,7.444635,2
0,0,0,0,0,0,9,0,0,0,0,3.205771,1
0,0,0,0,0,1,1,0,0,6,0,0.631134,1
0,0,0,0,0,1,1,0,9,1,1,0.959469,1
0,0,0,0,0,1,1,1,1,1,6,1.841680,1
0,0,0,0,0,1,1,1,1,12,1,8.980727,1
0,0,0,0,0,1,1,3,1,6,0,3.771495,1
0,0,0,0,0,1,1,8,1,4,3,3.118654,1
0,0,0,0,0,1,1,11,0,1,4,1.442658,1
0,0,0,0,0,1,3,1,1,6,1,28.414555,3
0,0,0,0,0,1,3,1,1,9,1,11.790990,1
0,0,0,0,0,1,3,5,1,4,1,7.930062,1
0,0,0,0,0,1,9,3,0,1,0,5.096395,3
0,0,0,0,0,3,1,1,6,1,1,2.521329,1
0,0,0,0,0,3,1,4,8,1,1,33.520550,2
0,0,0,0,0,3,1,6,1,1,1,8.151066,2
0,0,0,0,0,3,5,7,1,1,1,2.658575,1
0,0,0,0,0,4,1,1,0,3,5,1.634533,1
0,0,0,0,0,9,0,0,0,0,0,14.086321,9
0,0,0,0,0,10,1,5,1,1,1,10.000000,1
0,0,0,0,0,11,7,1,1,1,1,5.603117,2
0,0,0,0,1,0,1,3,1,6,1,2.751162,1
0,0,0,0,1,1,9,1,0,0,1,4.821278,2
0,0,0,0,1,5,7,1,0,0,1,2.604827,1
0,0,0,0,9,0,0,0,0,0,0,1.422418,1
0,0,0,1,0,1,1,0,9,3,0,1.454550,1
0,0,0,1,0,1,1,1,3,6,1,6.141250,1
0,0,0,1,0,1,1,6,1,1,1,9.334062,3
0,0,0,1,0,1,5,3,7,1,1,1.361638,1
0,0,0,1,1,0,3,6,0,0,0,15.108726,2
0,0,0,1,1,0,5,1,0,3,7,2.724905,1
0,0,0,1,1,0,9,1,0,1,1,25.127316,4
0,0,0,1,1,1,9,1,1,3,1,7.858115,1
0,0,0,1,1,3,6,1,1,1,1,6.141250,1
0,0,0,1,3,0,1,6,0,0,0,49.742180,9
